matrícula,período,disciplina,créditos,turma,grau,sit.final,professor 
0721204,20121,OOR1975,4,IAG,5.8,AP,Remy Mutagamba
0721204,20121,IDF1211,4,IAG,8.2,AP,Shianne Mcmillan
0721204,20121,RHY1360,4,IAG,0.6,RM,Vincent Diaz Daughtry
0721204,20122,HWO1727,4,QXY,8.8,AP,Joshua Walker
0721204,20122,TZJ1993,1,IAG,9.8,AP,Savannah Lopez Susano
0721204,20122,RHY1360,4,IAG,8.2,AP,Vincent Diaz Daughtry
0721204,20122,OUT1489,4,IAG,,CL,Marina-Ashley Greene
0721204,20122,QUT1986,4,IAG,,CL,Alexander Bartelt
0721204,20131,JJM1227,4,TUT,8,AP,David Bean
0721204,20131,NEU1574,4,IAG,7.8,AP,Janet Mayo
0721204,20131,LQQ1121,4,IAG,6,AP,Zacharis Jun
0721204,20131,OUT1489,4,CLF,5.4,AP,Berea Rojas-Dominquez
0721204,20131,QUT1986,4,IAG,3.8,RM,Alexander Bartelt
0721204,20132,NOS1910,5,IAG,10,AP,Shianne Mcmillan
0721204,20132,CKD1091,4,IAG,,CA,Giovanni Kim
0721204,20132,CKD1091,4,WZI,10,AP,Ahmed Hoang
0721204,20132,LKZ1904,4,IAG,1.2,RM,Alexus Duron
0721204,20132,IMT1945,4,IAG,4.2,RM,Jordan Carrillo Aguirre
0721891,20072,CAB1609,4,NA,,CT,NA
0721891,20072,YJL1484,4,NA,,CT,NA
0721891,20072,QNI1752,4,NA,,CT,NA
0721891,20072,RXL1676,4,ISQ,0.5,RM,Alicia Caballero
0721891,20072,APY1237,4,NA,,CT,NA
0721891,20072,YON1382,6,ISQ,,CT,Ahmed Hoang
0721891,20072,OYT1041,4,NA,,CT,NA
0721891,20072,QVN1693,6,NA,,CT,NA
0721891,20072,AXF1492,4,NA,,CT,NA
0721891,20072,YDX1068,5,ISQ,1.2,RM,Savannah Lopez Susano
0721891,20072,SNA1707,6,ISQ,,CT,Remy Mutagamba
0721891,20072,AHR1808,4,NA,,CT,NA
0721891,20072,TBP1888,4,NA,,CT,NA
0721891,20072,IJT1308,5,NA,,CT,NA
0721891,20072,IJT1308,5,ISQ,,CA,Desiree Pruitt
0721891,20072,PBJ1031,4,ISQ,0,RF,Jaime Smrekar
0721891,20072,JSO1346,3,NA,,CT,NA
0721891,20072,XMM1516,2,NA,,CT,NA
0721891,20072,XMM1516,2,SDR,,CA,Amina Aragon
0721891,20072,XDO1241,5,ISQ,,CT,Dana Martizna
0721891,20072,ZGU1982,4,NA,,CT,NA
0721891,20072,LLX1619,5,NA,,CT,NA
0721891,20072,CPI1026,4,NA,,CT,NA
0721891,20072,CQL1043,4,NA,,CT,NA
0721891,20081,ZWI1753,6,FZD,0,RM,Grace Adams
0721891,20081,VRY1444,4,SPM,0,RF,Alex Patterson
0721891,20081,GCZ1049,4,IAG,,CL,Ahmed Chavez
0721891,20081,LQQ1121,4,IAG,,CL,Alyssa Patterson
0721891,20081,FTT1655,4,IAG,,CL,Mariah Martinez
0721891,20082,TZF1949,4,FZD,,CL,Grace Adams
0721891,20082,VRY1444,4,SPM,0,RF,Alex Patterson
0721891,20082,RXL1676,4,CLF,,CL,Alicia Caballero
0721891,20092,TZF1949,4,VKA,0,RM,Grace Adams
0721891,20092,OOR1975,4,IAG,0,RM,Remy Mutagamba
0721396,20072,YON1382,6,ISQ,8.2,AP,Ahmed Hoang
0721396,20072,SNA1707,6,ISQ,8.4,AP,Remy Mutagamba
0721396,20072,IJT1308,5,ISQ,6.8,AP,Desiree Pruitt
0721396,20072,XMM1516,2,SDR,,CA,Amina Aragon
0721396,20072,XMM1516,2,JHH,9.5,AP,Elexes Arellano
0721396,20072,XDO1241,5,ISQ,7,AP,Dana Martizna
0721396,20081,QNI1752,4,FLS,9.3,AP,Issac Crowley
0721396,20081,QVN1693,6,IAG,6.8,AP,Lariza Merlos
0721396,20081,NWV1024,4,IAG,8.7,AP,Janet Mayo
0721396,20081,PBJ1031,4,VNU,,CJ,Kokenia Zapata Figueroa
0721396,20081,ZGU1982,4,IAG,8.5,AP,Cody Robinson
0721396,20081,LLX1619,5,IAG,9.2,AP,Pinkan Hill
0721396,20082,TBA1383,4,PAZ,,CD,Chelsea Long
0721396,20082,DAN1561,4,IAG,7.5,AP,Ahmed Hoang
0721396,20082,OYT1041,4,IAG,7,AP,Carsen Williams
0721396,20082,AXF1492,4,IAG,9.9,AP,Janet Mayo
0721396,20082,AHR1808,4,IAG,9.2,AP,Brooke Gilbert
0721396,20082,CPI1026,4,IAG,6.5,AP,Dana Martizna
0721396,20082,AKJ1977,4,HLB,5.2,AP,Vincent Ospina
0721396,20091,RXL1676,4,IAG,7.9,AP,Angel Ramirez-Ramirez
0721396,20091,NEU1574,4,IAG,8.4,AP,Janet Mayo
0721396,20091,LQQ1121,4,IAG,10,AP,Alyssa Patterson
0721396,20091,OOR1975,4,IAG,9.4,AP,Remy Mutagamba
0721396,20091,FTT1655,4,IAG,6.2,AP,Mariah Martinez
0721396,20091,ZAB1614,4,CLF,5,AP,Berea Rojas-Dominquez
0721396,20092,YJL1484,4,FZD,7.5,AP,Grace Adams
0721396,20092,TZF1949,4,FZD,6.9,AP,Grace Adams
0721396,20092,VRY1444,4,SPM,9.3,AP,Emily Grady
0721396,20092,QBY1274,4,IAG,8.7,AP,Micah Cortez Ballesteros
0721396,20092,YDX1068,5,IAG,7.4,AP,Savannah Lopez Susano
0721396,20092,NOS1910,5,IAG,10,AP,Shianne Mcmillan
0721396,20101,CAB1609,4,FZD,7.2,AP,Grace Adams
0721396,20101,AOR1164,2,QBW,9.4,AP,Edwin Shea
0721396,20101,TBA1383,4,QXY,7,AP,Brooke Shaw
0721396,20101,GCZ1049,4,IAG,6.8,AP,Ahmed Chavez
0721396,20101,LKZ1904,4,IAG,7.1,AP,Alexus Duron
0721396,20101,OUT1489,4,CLF,5.3,AP,Berea Rojas-Dominquez
0721396,20102,PBJ1031,4,CLF,6.8,AP,Gerardo Nguyen
0721396,20102,IDF1211,4,IAG,9.5,AP,Shianne Mcmillan
0721396,20102,TBN1198,4,IAG,7.5,AP,Animoan Brown
0721396,20102,CKD1091,4,IAG,,CA,Jaime Smrekar
0721396,20102,CKD1091,4,CGC,7.9,AP,Berea Rojas-Dominquez
0721396,20102,PSW1036,4,IAG,9.8,AP,Saul Kawamura
0721396,20102,RHY1360,4,IAG,6.7,AP,Vincent Diaz Daughtry
0721396,20111,LMU1326,2,SQE,7.3,AP,Les Nguyen
0721396,20111,TZJ1993,1,IAG,10,AP,Savannah Lopez Susano
0721396,20111,OWG1887,4,IAG,,CA,Shianne Mcmillan
0721396,20111,OWG1887,4,TTR,,CL,Berea Rojas-Dominquez
0721396,20111,AGD1579,4,ALD,7.1,AP,Kaylee Tracy
0721396,20111,AGD1579,4,GTD,,CD,Anna Vasquez-Lopez
0721396,20111,QKR1437,2,FZD,9,AP,Anthony Fischer
0721396,20111,QQB1190,6,LGT,,CL,Gabriel Smith
0721396,20122,AFE1114,4,IAG,6,AP,Carsen Williams
0721396,20122,NKK1243,3,HAY,7,AP,Remy Mutagamba
0721396,20122,OWG1887,4,IAG,0,RM,Saul Kawamura
0721396,20122,QED1485,4,IAG,8,AP,Jourdayn Birch
0721396,20122,VJU1267,4,FIT,6,AP,Anastasia Ozeta
0721396,20122,CSH1051,4,STN,,CL,Myles Krishnan
0721396,20122,PGM1838,4,UFX,8.7,AP,Andrew Tran
0721396,20131,OWG1887,4,IAG,0,RF,Rhaeanna Bustos-Luevano
0721396,20132,OWG1887,4,IAG,10,AP,Giovanni Kim
0721437,20072,YON1382,6,ISQ,,CD,Ahmed Hoang
0721437,20072,SNA1707,6,ISQ,6.5,AP,Remy Mutagamba
0721437,20072,IJT1308,5,ISQ,,CD,Desiree Pruitt
0721437,20072,XMM1516,2,SDR,8.8,AP,Amina Aragon
0721437,20072,XDO1241,5,ISQ,,CD,Dana Martizna
0721437,20081,YJL1484,4,VKA,,CL,Grace Adams
0721437,20081,QNI1752,4,YEQ,9,AP,Danielle Macias
0721437,20081,QVN1693,6,IAG,6.5,AP,Lariza Merlos
0721437,20081,PBJ1031,4,VNU,,CD,Kokenia Zapata Figueroa
0721437,20081,GLJ1776,6,SSC,,CD,Chau Hahn
0721437,20082,GOZ1785,4,IAG,3.3,RM,Cody Robinson
0721437,20082,HOW1491,2,CLF,6.3,AP,Janet Mayo
0721437,20082,AXF1492,4,IAG,6.7,AP,Janet Mayo
0721437,20082,PBJ1031,4,IAG,,CL,Marilyn Venzor
0721437,20091,VRY1444,4,SPM,9.7,AP,Danielle Macias
0721437,20091,GUO1361,2,CLF,6.6,AP,Ahmed Hoang
0721437,20091,AHR1808,4,IAG,5,AP,Brooke Gilbert
0721437,20091,PBJ1031,4,CLF,5.3,AP,Kokenia Zapata Figueroa
0721437,20092,TZF1949,4,VKA,5.2,AP,Grace Adams
0721437,20092,DAN1561,4,IAG,6.1,AP,Alec Edwards
0721437,20092,HCV1283,4,IAG,,CL,Ahmed Hoang
0721437,20092,LCG1141,4,IAG,7.1,AP,Ahmed Hoang
0721437,20092,OYT1041,4,IAG,5,AP,Carsen Williams
0721437,20101,YJL1484,4,FZD,8,AP,Grace Adams
0721437,20101,LLX1619,5,IAG,8,AP,Dana Martizna
0721437,20101,WCJ1507,4,CYS,,CL,Ruby Willingham
0721437,20102,AOR1164,2,KWD,8.4,AP,David Jenks
0721437,20102,GOZ1785,4,CLF,5.4,AP,Giovanni Kim
0721437,20102,ZAB1614,4,CLF,,CL,Marina-Ashley Greene
0721437,20102,CPI1026,4,IAG,7,AP,Dana Martizna
0721437,20111,CAB1609,4,FZD,7.8,AP,Grace Adams
0721437,20111,RXL1676,4,CLF,5.7,AP,Alicia Caballero
0721437,20111,GCZ1049,4,IAG,6,AP,Ahmed Chavez
0721437,20112,HCV1283,4,CLF,6,AP,Ivan Hoang
0721437,20112,NEU1574,4,IAG,,CD,Janet Mayo
0721437,20112,OOR1975,4,IAG,,CL,Remy Mutagamba
0721437,20112,FTT1655,4,CLF,6.8,AP,Ryan Kascak
0721437,20112,ZAB1614,4,CLF,,CD,Giovanni Kim
0721437,20112,CQL1043,4,IAG,8.2,AP,Dana Martizna
0721437,20121,YDX1068,5,IAG,6,AP,Savannah Lopez Susano
0721437,20121,QGQ1106,4,IAG,6.6,AP,Samantha Garcia
0721437,20121,GWN1997,4,IAG,8.7,AP,Manuel Tat
0721437,20121,NEU1574,4,IAG,6.5,AP,Janet Mayo
0721437,20121,XDO1241,5,IAG,8.7,AP,Dana Martizna
0721437,20122,TBA1383,4,QXY,6.8,AP,Sheyla Ramirez Benzor
0721437,20122,LQQ1121,4,IAG,6,AP,Zacharis Jun
0721437,20122,IDF1211,4,IAG,8,AP,Shianne Mcmillan
0721437,20122,LKZ1904,4,IAG,5,AP,Alexus Duron
0721437,20122,ZAB1614,4,CLF,5.3,AP,Desirae Johnson
0721437,20131,TZJ1993,1,IAG,9.8,AP,Savannah Lopez Susano
0721437,20131,AFE1114,4,IAG,6.6,AP,Carsen Williams
0721437,20131,ZKO1742,4,IAG,6.6,AP,Carsen Williams
0721437,20131,OOR1975,4,IAG,4.2,RM,Remy Mutagamba
0721437,20131,OUT1489,4,CLF,,CL,Berea Rojas-Dominquez
0721437,20131,QKR1437,2,FZD,10,AP,Anthony Fischer
0721437,20132,LMU1326,2,DLH,8.2,AP,Les Nguyen
0721437,20132,QBY1274,4,IAG,8.4,AP,Micah Cortez Ballesteros
0721437,20132,OOR1975,4,IAG,6.3,AP,Remy Mutagamba
0721437,20132,RHY1360,4,IAG,6.5,AP,Vincent Diaz Daughtry
0721437,20132,OUT1489,4,IAG,6.7,AP,Alejandro Pan
0721205,20072,YON1382,6,ISQ,2,RM,Ahmed Hoang
0721205,20072,SNA1707,6,ISQ,1.7,RM,Remy Mutagamba
0721205,20072,IJT1308,5,ISQ,0.9,RM,Desiree Pruitt
0721205,20072,XMM1516,2,SDR,,CA,Amina Aragon
0721205,20072,XMM1516,2,JHH,9.5,AP,Elexes Arellano
0721205,20072,XDO1241,5,ISQ,0.8,RM,Dana Martizna
0810333,20081,YJL1484,4,VKA,,AT,Grace Adams
0810333,20081,TTE1357,7,NA,,CT,NA
0810333,20081,MKK1957,4,NA,,CT,NA
0810333,20081,LBG1213,4,SSC,,AT,Janet Mayo
0810333,20081,GUO1361,2,NA,,CT,NA
0810333,20081,AHR1808,4,NA,,CT,NA
0810333,20081,ZAB1614,4,NA,,CT,NA
0810333,20081,PUG1292,4,NA,,CT,NA
0810333,20081,GLJ1776,6,SHL,,AT,Andrea Otero
0810685,20081,YJL1484,4,FZD,3.8,RM,Grace Adams
0810685,20081,MKK1957,4,LXF,0.3,RM,Desmond Yang
0810685,20081,PBJ1031,4,CLF,6.1,AP,Marilyn Venzor
0810685,20081,GLJ1776,6,SHL,0.1,RM,Andrea Otero
0810685,20081,AKJ1977,4,TPC,0.7,RM,Roman Asakawa
0810685,20082,YJL1484,4,VKA,,CD,Grace Adams
0810685,20082,QNI1752,4,QGN,6.5,AP,Jung Johnston
0810685,20082,MKK1957,4,BAX,1.5,RM,Brooke Gilbert
0810685,20082,GUO1361,2,IAG,1.8,RM,Ahmed Hoang
0810685,20082,GOZ1785,4,CLF,0.6,RM,Ryan Kascak
0810685,20082,LCG1141,4,IAG,4.7,RM,Desiree Pruitt
0810685,20082,OBS1959,6,UKE,,CL,Pinkan Hill
0810286,20081,YJL1484,4,FZD,7.3,AP,Grace Adams
0810286,20081,MKK1957,4,LXF,,CL,Desmond Yang
0810286,20081,PBJ1031,4,CLF,,CL,Marilyn Venzor
0810286,20081,GLJ1776,6,SHL,,CL,Andrea Otero
0810286,20081,AKJ1977,4,TPC,,CL,Roman Asakawa
0810286,20082,CAB1609,4,FZD,,CL,Grace Adams
0810286,20082,QNI1752,4,OJA,8.3,AP,David Jenks
0810286,20082,MKK1957,4,UPY,5.1,AP,Madison Bear
0810286,20082,LCG1141,4,IAG,6.6,AP,Desiree Pruitt
0810286,20082,GLJ1776,6,QFI,3.9,RM,Andrea Otero
0810286,20091,VRY1444,4,QUL,7.8,AP,Daniela Salazar
0810286,20091,LBG1213,4,YZA,5.4,AP,Maria Lopez
0810286,20091,LBG1213,4,HLB,,CD,Dashawn Stephens
0810286,20091,GOZ1785,4,IAG,,CL,Cody Robinson
0810286,20091,HOW1491,2,IAG,8,AP,Janet Mayo
0810286,20091,GLJ1776,6,UFI,6.4,AP,Kiearra Madera
0810286,20092,TZF1949,4,FZD,6.6,AP,Grace Adams
0810286,20092,GUO1361,2,IAG,,CL,Ahmed Hoang
0810286,20092,GOZ1785,4,IAG,5.4,AP,Ryan Kascak
0810286,20092,GOZ1785,4,CLF,,CD,Cody Robinson
0810286,20092,DAN1561,4,IAG,7.2,AP,Alec Edwards
0810286,20092,AHR1808,4,CLF,9.3,AP,Jordan Dixon Jr
0810286,20092,OBK1818,4,BAX,,CL,Briana Taylor
0810286,20101,CAB1609,4,FZD,7,AP,Grace Adams
0810286,20101,AOR1164,2,AZB,10,AP,Giovany Hornbuckle
0810286,20101,GUO1361,2,IAG,6.7,AP,Ahmed Hoang
0810286,20101,RXL1676,4,IAG,6.4,AP,Angel Ramirez-Ramirez
0810286,20101,OBK1818,4,BAX,5,AP,Joshua Tran
0810286,20102,TBA1383,4,ZKK,9.5,AP,Chelsea Long
0810286,20102,HCV1283,4,CLF,6.5,AP,Ivan Hoang
0810286,20102,PBJ1031,4,CLF,5.5,AP,Gerardo Nguyen
0810286,20102,EFJ1215,4,IAG,,CL,Janet Mayo
0810286,20102,AKJ1977,4,QFI,,CL,Hannah Davis
0810286,20111,GWN1997,4,IAG,7.9,AP,Ahmed Chavez
0810286,20111,EFJ1215,4,CLF,7.8,AP,Aidan Moua
0810286,20111,QUT1986,4,IAG,3.7,RM,Alexander Bartelt
0810286,20111,AGD1579,4,ALD,6.4,AP,Kaylee Tracy
0810286,20112,FTW1631,4,QXY,,DT,Joshua Kim
0810286,20112,WAO1385,4,QXY,,AT,Mathew Manchego
0810286,20112,CLS1569,4,IAG,,LT,Janet Mayo
0810286,20112,OGJ1002,4,IAG,,AT,Ahmed Hoang
0810286,20112,OOR1975,4,IAG,,LT,Remy Mutagamba
0810282,20081,YJL1484,4,FZD,5,AP,Grace Adams
0810282,20081,MKK1957,4,LXF,6.8,AP,Desmond Yang
0810282,20081,PBJ1031,4,CLF,7.8,AP,Marilyn Venzor
0810282,20081,GLJ1776,6,SHL,0.5,RM,Andrea Otero
0810282,20081,AKJ1977,4,TPC,0.3,RM,Roman Asakawa
0810282,20082,CAB1609,4,FZD,5.3,AP,Grace Adams
0810282,20082,QNI1752,4,QGN,,CD,Jung Johnston
0810282,20082,LBG1213,4,AIU,5.8,AP,Janet Mayo
0810282,20082,GUO1361,2,IAG,4.4,RM,Ahmed Hoang
0810282,20082,GOZ1785,4,CLF,5.7,AP,Ryan Kascak
0810282,20082,LCG1141,4,IAG,6,AP,Desiree Pruitt
0810282,20082,NTT1528,2,IAG,,CD,Manuel Dang
0810282,20082,OBS1959,6,UKE,0,RF,Pinkan Hill
0810282,20091,TZF1949,4,FZD,6,AP,Grace Adams
0810282,20091,QNI1752,4,IXL,7.6,AP,Cameron Fisher
0810282,20091,GUO1361,2,CLF,7.4,AP,Ahmed Hoang
0810282,20091,DAN1561,4,WZI,5,AP,Jaime Smrekar
0810282,20091,NTT1528,2,IAG,6,AP,Dana Martizna
0810282,20091,OBS1959,6,GGR,1.7,RM,Esther Henderson
0810282,20092,HDZ1240,4,SQE,3,RM,Felicia Charles
0810282,20092,TBA1383,4,EBR,5.8,AP,Jacob Shepard
0810282,20092,HOW1491,2,CLF,7.2,AP,Janet Mayo
0810282,20092,HCV1283,4,IAG,3.9,RM,Ahmed Hoang
0810282,20092,RXL1676,4,IAG,5.8,AP,Angel Ramirez-Ramirez
0810282,20092,GLJ1776,6,UFI,6.2,AP,Shelby Smith
0810282,20101,HDZ1240,4,SQE,8.7,AP,Felicia Charles
0810282,20101,VDX1954,4,SQE,,CJ,Veronica Haddan
0810282,20101,AXF1492,4,IAG,9.3,AP,Janet Mayo
0810282,20101,AHR1808,4,CLF,8.4,AP,Brooke Gilbert
0810282,20101,FTT1655,4,IAG,6.3,AP,Ryan Kascak
0810282,20101,EFJ1215,4,IAG,6.6,AP,Jenny Donnel
0810282,20101,OBK1818,4,BFR,,CL,Tahnee Peterson
0810282,20102,AOR1164,2,TYQ,8.3,AP,David Jenks
0810282,20102,CLS1569,4,IAG,3.9,RM,Janet Mayo
0810282,20102,HCV1283,4,IAG,,CD,Ahmed Hoang
0810282,20102,HCV1283,4,CLF,6.8,AP,Ivan Hoang
0810282,20102,QBY1274,4,IAG,7.1,AP,Micah Cortez Ballesteros
0810282,20102,OOR1975,4,IAG,6.8,AP,Remy Mutagamba
0810282,20102,ZAB1614,4,IAG,,CJ,Alejandro Pan
0810282,20102,OBK1818,4,BAX,5,AP,Joshua Tran
0810282,20111,LMU1326,2,SQE,7.2,AP,Les Nguyen
0810282,20111,LOU1757,4,SJU,,CL,Erin Ortiz Lopez
0810282,20111,OGJ1002,4,IAG,7,AP,Ahmed Hoang
0810282,20111,GWN1997,4,IAG,7.8,AP,Ahmed Chavez
0810282,20111,LKZ1904,4,IAG,6.7,AP,Alexus Duron
0810282,20111,ZAB1614,4,IAG,4.6,RM,Desirae Johnson
0810282,20112,LOU1757,4,ISQ,5.4,AP,Eileen Killen
0810282,20112,CLS1569,4,IAG,8.2,AP,Janet Mayo
0810282,20112,ZKO1742,4,IAG,6.4,AP,Carsen Williams
0810282,20112,NOS1910,5,IAG,10,AP,Shianne Mcmillan
0810282,20112,IDF1211,4,IAG,7.4,AP,Shianne Mcmillan
0810282,20112,ZAB1614,4,CLF,,CD,Giovanni Kim
0810282,20112,QKR1437,2,FZD,10,AP,Anthony Fischer
0810282,20121,AFE1114,4,IAG,7.1,AP,Carsen Williams
0810282,20121,GCZ1049,4,IAG,4.4,RM,Ahmed Chavez
0810282,20121,TBN1198,4,IAG,7.1,AP,Animoan Brown
0810282,20121,ZAB1614,4,IAG,0.9,RM,Marina-Ashley Greene
0810282,20121,AGD1579,4,GTD,9.4,AP,Anna Vasquez-Lopez
0810282,20121,PGM1838,4,PBV,7.7,AP,Martha Holguin
0810282,20122,GCZ1049,4,IAG,7.8,AP,Ahmed Chavez
0810282,20122,PSW1036,4,IAG,8.1,AP,Saul Kawamura
0810282,20122,ZAB1614,4,IAG,7,AP,Alejandro Pan
0810282,20122,IMT1945,4,IAG,9.9,AP,Jordan Carrillo Aguirre
0810282,20122,HNV1490,4,VWE,,CD,Collin Olguin
0810282,20122,RLK1651,2,IAG,,CA,Rhaeanna Bustos-Luevano
0810282,20122,RLK1651,2,CLF,10,AP,Saul Kawamura
0810282,20122,AKJ1977,4,GCS,,CL,Kloe Lewis
0810282,20131,QGQ1106,4,IAG,8.2,AP,Samantha Garcia
0810282,20131,RHY1360,4,IAG,6.5,AP,Vincent Diaz Daughtry
0810282,20131,OUT1489,4,CLF,6.3,AP,Berea Rojas-Dominquez
0810282,20131,QUT1986,4,IAG,,CL,Alexander Bartelt
0810282,20131,QED1485,4,IAG,10,AP,Jourdayn Birch
0810282,20131,XHX1371,1,IAG,,CP,Manuel Dang
0810282,20132,TZJ1993,1,IAG,9.8,AP,Savannah Lopez Susano
0810282,20132,SKL1073,4,IAV,9.3,AP,Luz Hernandez
0810282,20132,TOX1429,4,IAG,8.7,AP,Carsen Williams
0810282,20132,GLR1893,2,IAG,,CA,Alexander Bartelt
0810282,20132,GLR1893,2,WZI,10,AP,Saul Kawamura
0810282,20132,GLR1893,2,VNU,,CA,Micah Cortez Ballesteros
0810282,20132,AKJ1977,4,YZA,5.3,AP,Benjamin Lu
0810282,20132,FPK1980,4,QET,7.3,AP,Kiache Fraley
0810582,20081,YJL1484,4,FZD,7.7,AP,Grace Adams
0810582,20081,MKK1957,4,LXF,7.5,AP,Desmond Yang
0810582,20081,PBJ1031,4,CLF,8.7,AP,Marilyn Venzor
0810582,20081,GLJ1776,6,SHL,4.1,RM,Andrea Otero
0810582,20081,AKJ1977,4,TPC,5.7,AP,Roman Asakawa
0810582,20082,CAB1609,4,FZD,7.8,AP,Grace Adams
0810582,20082,QNI1752,4,IXL,9,AP,Cameron Fisher
0810582,20082,BZY1224,2,AGE,,CP,Bo Kim
0810582,20082,LBG1213,4,BFR,7.6,AP,Giovanni Kim
0810582,20082,GUO1361,2,IAG,7.4,AP,Ahmed Hoang
0810582,20082,HOW1491,2,IAG,6.5,AP,Priscilla Zamora
0810582,20082,LCG1141,4,IAG,7.9,AP,Desiree Pruitt
0810582,20082,NTT1528,2,IAG,10,AP,Manuel Dang
0810582,20082,GLJ1776,6,XOG,6.1,AP,Briana Taylor
0810582,20091,TZF1949,4,VKA,8.1,AP,Grace Adams
0810582,20091,RXL1676,4,IAG,5.8,AP,Angel Ramirez-Ramirez
0810582,20091,AHR1808,4,CLF,9,AP,Jordan Dixon Jr
0810582,20092,VRY1444,4,UQY,9.3,AP,Leslye Rodriguez
0810582,20092,HCV1283,4,IAG,6.3,AP,Ahmed Hoang
0810582,20092,LKZ1904,4,IAG,6.7,AP,Alexus Duron
0810582,20092,ZAB1614,4,IAG,,CL,Alejandro Pan
0810582,20092,MFC1276,6,DYN,8.8,AP,Warren Forbis
0810582,20092,OBK1818,4,HLB,8.9,AP,Giovanni Kim
0810582,20101,AOR1164,2,QGN,10,AP,Giovany Hornbuckle
0810582,20101,OJL1559,2,YUT,,CP,Diarra Cabello
0810582,20101,TBA1383,4,QXY,7.4,AP,Brooke Shaw
0810582,20101,OGJ1002,4,IAG,,CL,Jordan Carrillo Aguirre
0810582,20101,GWN1997,4,IAG,,CD,Manuel Tat
0810582,20101,ZAB1614,4,CLF,8.2,AP,Matthew Thesz
0810582,20101,EFJ1215,4,IAG,5.9,AP,Jenny Donnel
0810582,20101,RZP1730,6,DYN,8.6,AP,Warren Forbis
0810582,20102,DAN1561,4,CLF,6,AP,Dashawn Stephens
0810582,20102,QBY1274,4,IAG,7.9,AP,Micah Cortez Ballesteros
0810582,20102,YDX1068,5,IAG,7.3,AP,Savannah Lopez Susano
0810582,20102,OOR1975,4,IAG,7.1,AP,Remy Mutagamba
0810582,20102,PSW1036,4,IAG,9.5,AP,Saul Kawamura
0810582,20102,QKR1437,2,MUV,8,AP,Robert Medicine Blanket
0810582,20102,XHB1152,6,DYN,7.7,AP,Anakaren Oliva
0810582,20111,ZKO1742,4,IAG,7.8,AP,Carsen Williams
0810582,20111,GWN1997,4,IAG,7.4,AP,Ahmed Chavez
0810582,20111,IDF1211,4,IAG,9.3,AP,Shianne Mcmillan
0810582,20111,TBN1198,4,IAG,9.1,AP,Animoan Brown
0810582,20111,OUT1489,4,CLF,6,AP,Berea Rojas-Dominquez
0810582,20112,LMU1326,2,FDO,8.3,AP,Les Nguyen
0810582,20112,LOU1757,4,ISQ,5.7,AP,Eileen Killen
0810582,20112,CLS1569,4,IAG,7.2,AP,Janet Mayo
0810582,20112,TZJ1993,1,IAG,7.8,AP,Savannah Lopez Susano
0810582,20112,OGJ1002,4,IAG,6.1,AP,Ahmed Hoang
0810582,20112,AFE1114,4,IAG,6.9,AP,Carsen Williams
0810582,20112,RLK1651,2,IAG,,CA,Ahmed Hoang
0810582,20112,RLK1651,2,WZI,5,AP,Carsen Williams
0810582,20121,GOZ1785,4,IAG,4.1,RM,Cody Robinson
0810582,20121,GCZ1049,4,IAG,0,RF,Ahmed Chavez
0810582,20121,XHX1371,1,IAG,,CP,Manuel Dang
0810582,20121,GLR1893,2,IAG,,CA,Rhaeanna Bustos-Luevano
0810582,20121,GLR1893,2,CLF,0,RM,Carsen Williams
0810582,20121,GLR1893,2,WZI,,CA,Jaime Smrekar
0810582,20122,RUX1384,4,NA,,CT,NA
0810582,20122,PTL1270,4,NA,,CT,NA
0810582,20122,GOZ1785,4,IAG,5,AP,William Bailey
0810582,20122,GCZ1049,4,IAG,6,AP,Ahmed Chavez
0810582,20122,NOS1910,5,IAG,,CL,Shianne Mcmillan
0810582,20122,AGD1579,4,ALD,,CL,Jalynn Aguilera
0810582,20122,GLR1893,2,IAG,,CA,Rhaeanna Bustos-Luevano
0810582,20122,GLR1893,2,VNU,10,AP,Carsen Williams
0810582,20122,PUG1292,4,NA,,CT,NA
0810582,20131,NOS1910,5,IAG,0,RM,Shianne Mcmillan
0810582,20131,RHY1360,4,IAG,3.8,RM,Vincent Diaz Daughtry
0810582,20131,FTT1655,4,CLF,0,RF,William Bailey
0810582,20132,NOS1910,5,IAG,5.8,AP,Shianne Mcmillan
0810582,20132,RHY1360,4,IAG,5.9,AP,Vincent Diaz Daughtry
0810582,20132,FTT1655,4,CLF,6.7,AP,William Bailey
0811377,20081,YJL1484,4,FZD,5.5,AP,Grace Adams
0811377,20081,MKK1957,4,LXF,7.6,AP,Desmond Yang
0811377,20081,PBJ1031,4,CLF,7.8,AP,Marilyn Venzor
0811377,20081,GLJ1776,6,SHL,,CL,Andrea Otero
0811377,20081,AKJ1977,4,TPC,0.5,RM,Roman Asakawa
0811377,20082,TZF1949,4,FZD,5.8,AP,Grace Adams
0811377,20082,LBG1213,4,BFR,5.3,AP,Giovanni Kim
0811377,20082,GUO1361,2,IAG,5.2,AP,Ahmed Hoang
0811377,20082,LCG1141,4,IAG,7.1,AP,Desiree Pruitt
0811377,20082,GLJ1776,6,BAX,5,AP,Andrea Otero
0811377,20091,CAB1609,4,VKA,7.2,AP,Grace Adams
0811377,20091,QNI1752,4,CGY,9.9,AP,Rebecca Brown
0811377,20091,GOZ1785,4,CLF,7,AP,Ryan Kascak
0811377,20091,HOW1491,2,IAG,7.8,AP,Janet Mayo
