matrícula,período,disciplina,créditos,turma,grau,sit-final,professor
1221578,20131,INF1408,4,3WA,9,AP,EDMUNDO BASTOS TORREAO
1221578,20131,INF1414,4,3WA,8.5,AP,GUSTAVO ROBICHEZ DE CARVALHO
1221578,20131,INF1631,4,3WB,,CJ,DAVID SOTELO PINHEIRO DA SILVA
1221578,20132,ADM1952,4,2GC,3.9,RM,ANA HELOISA DA COSTA LEMOS
1221578,20132,INF1317,4,3WA,5.2,AP,SERGIO COLCHER
1221578,20132,INF1377,4,3WA,6,AP,JULIO CESAR SAMPAIO DO PRADO LEITE
1221578,20132,INF1410,4,3WA,8.4,AP,MARCANTONIO GIUSEPPE MARIA C FABRA
1221578,20132,INF1626,4,3WB,,CL,BRUNO LOPES VIEIRA
1221578,20132,JUR1809,2,2WA,9.3,AP,ANA PAULA SANTORO P DE C ALMEIDA
1221578,20141,FIL1000,4,1CA,6.8,AP,EDGAR DE BRITO LYRA NETTO
1221578,20141,INF1631,4,3WB,5.8,AP,DAVID SOTELO PINHEIRO DA SILVA
1221578,20141,INF1950,2,3WA,,CA,JOSE CARLOS MILLAN
1221578,20141,INF1950,2,3WC,,CL,EDMUNDO BASTOS TORREAO
1221578,20141,MAT1200,4,33V,1.2,RM,MIGUEL ADRIANO KOILLER SCHNOOR
1221578,20142,CRE1172,2,7TB,6.7,AP,JOAO ANTONIO SILVEIRA LINS SUCUPIRA
1221578,20142,ENG1029,4,3VA,,CL,REINALDO CASTRO SOUZA
1221578,20142,INF1416,4,3WA,6,AP,ANDERSON OLIVEIRA DA SILVA
1221578,20142,INF1626,4,3WA,7.2,AP,BRUNO LOPES VIEIRA
1221578,20142,INF1721,4,3WA,5,AP,RUY LUIZ MILIDIU
1221578,20142,INF1950,2,3WA,,CA,HORISTA A CONTRATAR
1221578,20142,INF1950,2,3WE,0,RM,EDMUNDO BASTOS TORREAO
1221495,20122,INF1004,4,3WA,,CL,ARES
1221495,20122,INF1008,2,3WA,7.5,AP,LUIZ FERNANDO BESSA SEIBEL
1221495,20122,INF1009,4,3WA,5,AP,BRUNO LOPES VIEIRA
1221495,20122,INF1403,4,3WA,5.8,AP,SIMONE DINIZ JUNQUEIRA BARBOSA
1221495,20122,INF1812,2,3WA,8,AP,MYRIAM SERTA COSTA
1221495,20122,MAT1161,6,33W,0.6,RM,MARCOS CRAIZER
1221495,20131,CRE1100,4,7T7,7.8,AP,MARCO ANTONIO GUSMAO BONELLI
1221495,20131,INF1004,4,3WB,5.7,AP,JOSE CARLOS RAMALHO MOREIRA
1221495,20131,INF1020,4,3WA,8.1,AP,LUIZ FERNANDO BESSA SEIBEL
1221495,20131,MAT1161,6,33V,0.9,RM,SINESIO PESCO
1221495,20132,ADM1010,4,2WA,7.5,AP,RICARDO NOLLA RUIZ
1221495,20132,ADM1019,4,2WA,6.7,AP,RICARDO NOLLA RUIZ
1221495,20132,INF1006,4,3WA,,CL,BRUNO FEIJO
1221495,20132,INF1012,2,3WB,6,AP,ARES
1221495,20132,INF1631,4,3WB,,CL,DAVID SOTELO PINHEIRO DA SILVA
1221495,20141,ADM1006,4,2WA,6.5,AP,RICARDO NOLLA RUIZ
1221495,20141,FIL1000,4,1CA,7.6,AP,EDGAR DE BRITO LYRA NETTO
1221495,20141,INF1383,4,3WA,6.4,AP,SERGIO LIFSCHITZ
1221495,20141,INF1626,4,3WA,,CD,BRUNO LOPES VIEIRA
1221495,20141,MAT1161,6,33K,,CL,CRISTIANE PINHO GUEDES
1221495,20142,CRE1127,4,7TL,9.1,AP,MARIA CARMEN CASTANHEIRA AVELAR
1221495,20142,INF1007,4,33B,5.3,AP,ARES
1221495,20142,INF1007,4,33E,,CD,JOISA DE SOUZA OLIVEIRA
1221495,20142,INF1626,4,3WB,6.9,AP,BRUNO LOPES VIEIRA
1221495,20142,MAT1200,4,33J,,CD,OTAVIO KAMINSKI DE OLIVEIRA
1221490,20072,CTC1002,2,33N,8.8,AP,GEIZA MARIA HAMAZAKI DA SILVA
1221490,20072,CTC1002,2,33P,,CA,KHOSROW GHAVAMI
1221490,20072,FIS1100,4,33O,8.1,AP,MARIA OSWALD MACHADO DE MATOS
1221490,20072,MAT1003,5,33O,8.4,AP,LUIZ FERNANDO MARTINS CONRADO
1221490,20072,MAT1010,2,33O,8.4,AP,LUIZ FERNANDO MARTINS CONRADO
1221490,20072,MEC1400,4,33O,9.8,AP,JOSE LUIS MENEGOTTO
1221490,20081,CRE1100,4,7TA,7.7,AP,ROBERTO TEIXEIRA CORREA
1221490,20081,FIL1304,4,13V,5,AP,LUIZ CARLOS PINHEIRO DIAS PEREIRA
1221490,20081,FIS1021,4,33A,5.4,AP,DANIEL ACOSTA AVALOS
1221490,20081,FIS1022,2,33A,8.8,AP,ROSANE RIERA FREIRE
1221490,20081,INF1822,2,3WA,7,AP,EDWARD HERMANN HAEUSLER
1221490,20081,LET1920,2,13B,7.5,AP,WILLIAM SOARES DOS SANTOS
1221490,20081,MAT1004,5,33A,,CL,NEY ROBERTO DHEIN
1221490,20081,QUI1701,3,33V,6,AP,ISABEL MARIA NETO DA SILVA MOREIRA
1221490,20081,QUI1720,4,33V,5.2,AP,PERCIO AUGUSTO MARDINI FARIAS
1221490,20082,CRE1127,4,7TK,8.8,AP,CELSO PINTO CARIAS
1221490,20082,FIS1041,4,33A,,CJ,WELLES ANTONIO MARTINEZ MORGADO
1221490,20082,FIS1041,4,33B,7,AP,SONIA RENAUX WANDERLEY LOURO
1221490,20082,FIS1042,2,33A,8.9,AP,CARLOS VIEIRA DE BARROS LEITE FILHO
1221490,20082,INF1001,4,33H,,CL,RUBENS NASCIMENTO MELO
1221490,20082,MAT1004,5,33D,8.4,AP,NEY ROBERTO DHEIN
1221490,20082,MAT1200,4,33E,7.8,AP,LORENZO JUSTINIANO DIAZ CASADO
1221490,20091,CRE1141,2,7TI,,CL,IONE BORGES FERREIRA VICENTE
1221490,20091,INF1005,4,33A,7.8,AP,GEIZA MARIA HAMAZAKI DA SILVA
1221490,20091,MAT1162,4,33A,5.4,AP,MONICA MOREIRA BARROS
1221490,20092,FIS1051,4,33A,6.1,AP,MARCO CREMONA
1221490,20092,FIS1052,2,33A,10,AP,PAULO EDMUNDO DE LEERS C RIBEIRO
1221490,20092,INF1007,4,33D,8.7,AP,SIMONE DINIZ JUNQUEIRA BARBOSA
1221490,20092,MAT1154,4,33D,,CL,ROBERTO JOSE DE CARVALHO
1221490,20092,MAT1163,4,33A,,CL,GEOVAN TAVARES DOS SANTOS
1221490,20092,MAT1202,3,3ZA,7.5,AP,ANA CRISTINA BERNARDO DE OLIVEIRA
1221490,20101,ENG1007,2,3PA,6.4,AP,NEY AUGUSTO DUMONT
1221490,20101,ENG1025,2,3PA,,CL,ANA CRISTINA MALHEIROS G CARVALHO
1221490,20101,ENG1029,4,3V1,,CL,KARLA TEREZA FIGUEIREDO LEITE
1221490,20101,INF1018,4,3WA,,CL,LUIZ FERNANDO BESSA SEIBEL
1221490,20101,INF1631,4,3WA,,CL,EDUARDO SANY LABER
1221490,20101,LET1208,6,1DC,7.8,AP,DENISE LEZAN DE ALMEIDA
1221490,20101,MAT1154,4,33A,5.7,AP,MONICA MOREIRA BARROS
1221490,20102,ENG1025,2,3VA,7,AP,RAUL ALMEIDA NUNES
1221490,20102,INF1018,4,3WB,7,AP,ANA LUCIA DE MOURA
1221490,20102,INF1301,4,3WA,5.8,AP,ALESSANDRO FABRICIO GARCIA
1221490,20102,INF1626,4,3WA,4.6,RM,CLARISSE SIECKENIUS DE SOUZA
1221490,20102,INF1631,4,3WB,5.9,AP,RAUL PIERRE RENTERIA
1221490,20111,CRE1141,2,7TA,,CL,BARBARA PATARO BUCKER
1221490,20111,ELE1030,4,3VA,,CL,ANA MARIA BELTRAN PAVANI
1221490,20111,INF1019,4,3WA,,CL,MARKUS ENDLER
1221490,20111,INF1383,4,3WB,9,AP,SERGIO LIFSCHITZ
1221490,20111,INF1721,4,3WB,,CL,RAUL PIERRE RENTERIA
1221490,20112,ENG1021,2,3VB,,CL,MARIA MAGDALENA LYRA DA SILVA
1221490,20112,ENG1023,4,3VB,,CL,MARCO AURELIO FAGUNDES ALBERNAZ
1221490,20112,ENG1029,4,3VB,7,AP,REINALDO CASTRO SOUZA
1221490,20112,ENG1400,4,3VA,,CL,GUILHERME PENELLO TEMPORAO
1221490,20112,INF1019,4,3WA,7.4,AP,MARKUS ENDLER
1221490,20112,INF1721,4,3WA,,CL,MARCUS VINICIUS S P DE ARAGAO
1221490,20112,JUR1016,2,23C,,CL,ANDREA PINHEIRO SANTOS
1221490,20112,LET1209,6,1DA,,CL,CELIA EYER DE ARAUJO
1221490,20121,ADM1010,4,2WB,5.7,AP,RICARDO NOLLA RUIZ
1221490,20121,CRE1141,2,4TC,,CJ,VERA MARIA LANZELLOTTI BALDEZ BOING
1221490,20121,CRE1141,2,7TY,9.5,AP,EVA APARECIDA REZENDE DE MORAES
1221490,20121,INF1010,4,3WB,6,AP,LUCIANO PEREIRA SOARES
1221490,20121,INF1317,4,3WA,1.2,RM,SERGIO COLCHER
1221490,20121,INF1626,4,3WA,7.6,AP,EDWARD HERMANN HAEUSLER
1221490,20122,CRE1172,2,7TA,5.3,AP,JOAO ANTONIO SILVEIRA LINS SUCUPIRA
1221490,20122,INF1004,4,3WA,,CA,ARES
1221490,20122,INF1008,2,3WA,,CA,LUIZ FERNANDO BESSA SEIBEL
1221490,20122,INF1009,4,3WA,,CA,BRUNO LOPES VIEIRA
1221490,20122,INF1317,4,3WA,7.5,AP,SERGIO COLCHER
1221490,20122,INF1403,4,3WA,,CL,SIMONE DINIZ JUNQUEIRA BARBOSA
1221490,20122,INF1721,4,3WB,5,AP,RAUL PIERRE RENTERIA
1221490,20122,INF1812,2,3WA,,CA,MYRIAM SERTA COSTA
1221490,20122,MAT1161,6,33W,,CA,MARCOS CRAIZER
1221490,20131,ADM1006,4,2WA,7.4,AP,RICARDO NOLLA RUIZ
1221490,20131,INF1012,2,3WA,6.7,AP,ARES
1221490,20131,INF1021,4,3WA,6.2,AP,FRANCIS BERENGER MACHADO
1221490,20131,INF1413,4,3WA,7.9,AP,ARNDT VON STAA
1221490,20131,INF1636,4,3WA,9,AP,ARES
1221490,20131,JUR1809,2,2WA,,CD,ANA PAULA SANTORO P DE C ALMEIDA
1221490,20132,ADM1019,4,2WA,6,AP,RICARDO NOLLA RUIZ
1221490,20132,INF1023,4,3WA,6.9,AP,FRANCIS BERENGER MACHADO
1221490,20132,INF1403,4,3WB,5.9,AP,TEMPO CONTINUO A DEFINIR
1221490,20132,INF1407,4,3WA,,CL,ALEXANDRE MALHEIROS MESLIN
1221490,20132,INF1408,4,3WA,,CL,EDMUNDO BASTOS TORREAO
1221490,20141,EMP1008,4,80B,,CD,ADERSON CAMPOS PASSOS
1221490,20141,FIL1000,4,1CA,7.1,AP,EDGAR DE BRITO LYRA NETTO
1221490,20141,INF1008,2,3WA,8.1,AP,LUIZ FERNANDO BESSA SEIBEL
1221490,20141,INF1013,4,3WA,8.6,AP,ARES
1221490,20141,INF1020,4,3WA,7,AP,LUIZ FERNANDO BESSA SEIBEL
1221490,20141,INF1407,4,3WA,6.6,AP,ALEXANDRE MALHEIROS MESLIN
1221490,20141,INF1414,4,3WA,9.8,AP,GUSTAVO ROBICHEZ DE CARVALHO
1221490,20141,INF1629,4,3WA,,CD,JULIO CESAR SAMPAIO DO PRADO LEITE
1221490,20142,INF1408,4,3WA,9.3,AP,EDMUNDO BASTOS TORREAO
1221490,20142,INF1410,4,3WA,8.9,AP,MARCANTONIO GIUSEPPE MARIA C FABRA
1221490,20142,INF1416,4,3WA,8,AP,ANDERSON OLIVEIRA DA SILVA
1221490,20142,INF1920,1,3WA,,CP,MELISSA LEMOS CAVALIERE
1221490,20142,INF1950,2,3WA,,CA,HORISTA A CONTRATAR
1221490,20142,INF1950,2,3WC,10,AP,LUIZ FERNANDO BESSA SEIBEL
1221490,20142,JUR1809,2,2WA,9.5,AP,ANA PAULA SANTORO P DE C ALMEIDA
1221474,20122,INF1004,4,3WA,,AT,ARES
1221474,20122,INF1008,2,3WA,,AT,LUIZ FERNANDO BESSA SEIBEL
1221474,20122,INF1009,4,3WA,,AT,BRUNO LOPES VIEIRA
1221474,20122,INF1403,4,3WA,,AT,SIMONE DINIZ JUNQUEIRA BARBOSA
1221474,20122,INF1812,2,3WA,,AT,MYRIAM SERTA COSTA
1221474,20122,MAT1161,6,33W,,AT,MARCOS CRAIZER
1221474,20131,INF1004,4,3WA,1.8,RM,ARES
1221474,20131,INF1008,2,3WA,0.8,RM,LUIZ FERNANDO BESSA SEIBEL
1221474,20131,MAT1157,6,33Z,,CL,RACHEL BERGMAN FONTE
1221474,20132,INF1004,4,3WB,2.5,RM,JOSE CARLOS RAMALHO MOREIRA
1221474,20132,INF1008,2,3WB,0.9,RM,LUIZ FERNANDO BESSA SEIBEL
1221474,20132,INF1009,4,3WB,,CL,TEMPO CONTINUO A DEFINIR
1221474,20132,INF1403,4,3WB,,CD,TEMPO CONTINUO A DEFINIR
1221467,20051,CRE1100,4,73R,10,AP,SOLANGE MARTINS JORDAO
1221467,20051,CTC1010,4,33R,5,AP,CHRISTINE SERTA COSTA
1221467,20051,ELE1998,2,33Q,10,AP,MAURO SPERANZA NETO
1221467,20051,FIL1000,4,13R,9.5,AP,CLAUDIA CRISTINA XAVIER SILVEIRA
1221467,20051,FIS1100,4,33R,,CL,MARIA OSWALD MACHADO DE MATOS
1221467,20051,MAT1003,5,33R,,CL,MARCELO ROBERTO B P L JIMENEZ
1221467,20051,MEC1998,2,33R,,CA,SERGIO LEAL BRAGA
1221467,20052,EFI1017,2,5TA,,CP,VINICIUS CUNHA ALVAREZ
1221467,20052,FIS1100,4,33C,1.6,RM,MARIA OSWALD MACHADO DE MATOS
1221467,20052,INF1001,4,33D,,CJ,HORISTA A CONTRATAR
1221467,20052,MAT1003,5,33A,1,RM,JOAO BOSCO PITOMBEIRA F CARVALHO
1221467,20052,MEC1400,4,33F,1.5,RM,NILSON BASTOS MONTEIRO
1221467,20052,QUI1720,4,33C,,CL,PERCIO AUGUSTO MARDINI FARIAS
1221467,20061,EFI1384,2,5TE,,CL,SOLANGE MARIA COELHO CARDOSO
1221467,20061,INF1315,6,3VA,,CL,VALERIA MENEZES BASTOS
1221467,20061,INF1381,6,3VC,,CL,CLAUDIA FERLIN
1221467,20061,MAT1002,5,3VA,0.6,RM,CHRISTINE SERTA COSTA
1221467,20061,MAT1082,4,3VB,1.9,RM,VERA SYME JACOB BENZECRY
1221467,20062,ADM1010,4,2VA,3.6,RM,MAURO ODDO NOGUEIRA
1221467,20062,INF1315,6,3VA,5,AP,VALERIA MENEZES BASTOS
1221467,20062,INF1381,6,3VA,,CL,ALEXANDRE MALHEIROS MESLIN
1221467,20062,MAT1002,5,3VA,2,RM,CARLOS AUGUSTO GARCIA ASSIS
1221467,20062,MAT1082,4,3VA,5.3,AP,VERA SYME JACOB BENZECRY
1221467,20071,ADM1010,4,2VA,7.4,AP,MAURO ODDO NOGUEIRA
1221467,20071,CRE1127,4,7TY,6.7,AP,MANUEL ANGEL FERNANDEZ SUAREZ
1221467,20071,INF1381,6,3VD,,CL,ALEXANDRE MALHEIROS MESLIN
1221467,20071,LET1151,4,1VA,8.6,AP,SILVIA BEATRIZ ALEXANDRA B COSTA
1221467,20071,MAT1002,5,3VD,2.8,RM,VERA SYME JACOB BENZECRY
1221467,20072,CRE1141,2,7TS,8.3,AP,JOAO GERALDO MACHADO BELLOCCHIO
1221467,20072,JUR1020,4,2VA,9,AP,ANA PAULA SANTORO P DE C ALMEIDA
1221467,20072,LET1011,4,1VA,9.3,AP,MARIA TEREZA LOPES DANTAS
1221467,20072,MAT1002,5,3VC,5,AP,CHRISTINE SERTA COSTA
1221467,20081,INF1381,6,3VA,1.1,RM,ALEXANDRE MALHEIROS MESLIN
1221467,20081,INF1403,4,3VA,5.6,AP,CLARISSE SIECKENIUS DE SOUZA
1221467,20081,INF1631,4,3WA,0.7,RM,EDUARDO SANY LABER
1221467,20081,MAT1135,5,3VA,0,RF,VERA SYME JACOB BENZECRY
1221467,20082,INF1401,5,3VA,1.9,RM,SERGIO EMANUEL DIAS CAMPOS
1221467,20082,INF1631,4,3WA,,CL,MARCUS VINICIUS S P DE ARAGAO
1221467,20082,MAT1135,5,3VA,2.2,RM,VERA SYME JACOB BENZECRY
1221467,20082,MAT1210,4,3VA,0.3,RM,CHRISTINE SERTA COSTA
1221467,20091,ADM1006,4,2WA,,CJ,MAURO ODDO NOGUEIRA
1221467,20091,ADM1009,6,2WA,5,AP,RICARDO NOLLA RUIZ
1221467,20091,INF1005,4,33K,0.6,RM,CAROLINA DE LIMA AGUILAR
1221467,20091,INF1174,2,3WA,0,RM,JOSE CARLOS RAMALHO MOREIRA
1221467,20091,INF1379,6,3WA,5,AP,SERGIO EMANUEL DIAS CAMPOS
1221467,20091,MAT1135,5,3WA,2.4,RM,VERA SYME JACOB BENZECRY
1221467,20091,MAT1210,4,3WA,2.1,RM,CHRISTINE SERTA COSTA
1221467,20092,INF1005,4,33H,1.1,RM,SERGIO LIFSCHITZ
1221467,20092,INF1383,4,3WA,2.1,RM,SERGIO LIFSCHITZ
1221467,20092,INF1631,4,3WB,0,RM,LORENZA LEAO OLIVEIRA MORENO
1221467,20092,MAT1135,5,3WA,5.1,AP,MYRIAM SERTA COSTA
1221467,20101,ADM1006,4,2WB,5.1,AP,RICARDO NOLLA RUIZ
1221467,20101,INF1005,4,33H,4.6,RM,JOSE CARLOS RAMALHO MOREIRA
1221467,20101,INF1383,4,3WB,6.3,AP,RUBENS NASCIMENTO MELO
1221467,20101,LET1059,4,1WA,1.5,RM,MARIA CLAUDIA DE FREITAS
1221467,20101,MAT1136,4,3WA,5.1,AP,MYRIAM SERTA COSTA
1221467,20101,MAT1210,4,3WA,5.5,AP,MYRIAM SERTA COSTA
1221467,20102,INF1005,4,33H,6.4,AP,ROBERTO IERUSALIMSCHY
1221467,20102,INF1374,4,3WA,8.3,AP,SERGIO DA COSTA CORTES
1221467,20102,INF1631,4,3WA,0.2,RM,RUY LUIZ MILIDIU
1221467,20102,INF1812,2,3WA,0,RF,MYRIAM SERTA COSTA
1221467,20111,CRE1172,2,7TA,8,AP,JOAO ANTONIO SILVEIRA LINS SUCUPIRA
1221467,20111,INF1007,4,33I,0.7,RM,BRUNO FEIJO
1221467,20111,INF1020,4,3WA,5,AP,LUIZ FERNANDO BESSA SEIBEL
1221467,20111,INF1161,4,3WA,7.8,AP,SERGIO LIFSCHITZ
1221467,20111,INF1341,4,3WA,5.1,AP,ROGERIO LUIS DE CARVALHO COSTA
1221467,20111,INF1902,4,30B,8.5,AP,SILVINA ANA RAMAL
1221467,20112,INF1007,4,33I,2.6,RM,JOISA DE SOUZA OLIVEIRA
1221467,20112,INF1023,4,3WA,6.3,AP,FRANCIS BERENGER MACHADO
1221467,20112,INF1377,4,3WA,8.8,AP,JULIO CESAR SAMPAIO DO PRADO LEITE
1221467,20112,INF1408,4,3WA,5.2,AP,EDMUNDO BASTOS TORREAO
1221467,20112,INF1410,4,3WA,7.7,AP,MARCANTONIO GIUSEPPE MARIA C FABRA
1221467,20112,INF1626,4,3WB,1.4,RM,BRUNO LOPES VIEIRA
1221467,20121,EMP1104,4,80A,8.1,AP,MARCOS COHEN
1221467,20121,INF1006,4,3WA,1.7,RM,BRUNO FEIJO
1221467,20121,INF1014,1,3WA,10,AP,ANA CAROLINA LETICHEVSKY
1221467,20121,INF1021,4,3WA,8.3,AP,FRANCIS BERENGER MACHADO
1221467,20121,INF1340,4,3WA,,CJ,MARCOS VIANNA VILLAS
1221467,20121,INF1950,2,3WA,,CA,JOSE CARLOS MILLAN
1221467,20121,INF1950,2,3WB,9.5,AP,FRANCIS BERENGER MACHADO
1221467,20121,LET1059,4,1WA,6.1,AP,TANIA CONCEICAO PEREIRA
1221467,20122,INF1004,4,3WA,,CA,ARES
1221467,20122,INF1006,4,3WA,5,AP,BRUNO FEIJO
1221467,20122,INF1008,2,3WA,,CA,LUIZ FERNANDO BESSA SEIBEL
1221467,20122,INF1009,4,3WA,,CA,BRUNO LOPES VIEIRA
1221467,20122,INF1403,4,3WA,,CA,SIMONE DINIZ JUNQUEIRA BARBOSA
1221467,20122,INF1626,4,3WB,2.9,RM,ALEXANDRE RADEMAKER
1221467,20122,INF1812,2,3WA,,CA,MYRIAM SERTA COSTA
1221467,20122,MAT1161,6,33W,,CA,MARCOS CRAIZER
1221467,20131,INF1010,4,3WA,,CL,MARCO ANTONIO CASANOVA
1221467,20131,INF1019,4,3WA,3.5,RM,MARKUS ENDLER
1221467,20131,INF1301,4,3WB,4,RM,FLAVIO HELENO BEVILACQUA E SILVA
1221467,20131,INF1355,5,3WA,3.4,RM,ANA CAROLINA LETICHEVSKY
1221467,20132,INF1010,4,3WA,,CL,MARCO ANTONIO CASANOVA
1221467,20132,INF1301,4,3WB,6.8,AP,FLAVIO HELENO BEVILACQUA E SILVA
1221467,20132,INF1316,4,3WA,6.2,AP,ALEXANDRE MALHEIROS MESLIN
1221467,20132,INF1626,4,3WB,5.4,AP,BRUNO LOPES VIEIRA
1221467,20132,INF1631,4,3WA,,CD,RUY LUIZ MILIDIU
1221467,20141,EMP1103,2,80B,7.8,AP,RUTH ESPINOLA SORIANO DE MELLO
1221467,20141,INF1010,4,3WB,0.4,RM,WALDEMAR CELES FILHO
1221467,20141,INF1317,4,3WA,2.4,RM,SERGIO COLCHER
1221467,20141,INF1355,5,3WA,5.1,AP,ANA CAROLINA LETICHEVSKY
1221467,20141,INF1636,4,3WA,0.5,RM,ARES
1221467,20142,INF1010,4,3WB,5,AP,MARCUS VINICIUS S P DE ARAGAO
1221467,20142,INF1012,2,3WA,,CD,ARES
1221467,20142,INF1317,4,3WA,5,AP,SERGIO COLCHER
1221467,20142,INF1636,4,3WA,0.5,RM,ARES
1221224,20122,INF1004,4,3WA,,AT,ARES
1221224,20122,INF1008,2,3WA,,AT,LUIZ FERNANDO BESSA SEIBEL
1221224,20122,INF1009,4,3WA,,AT,BRUNO LOPES VIEIRA
1221224,20122,INF1403,4,3WA,,AT,SIMONE DINIZ JUNQUEIRA BARBOSA
1221224,20122,INF1812,2,3WA,,AT,MYRIAM SERTA COSTA
1221224,20122,MAT1161,6,33W,,LT,MARCOS CRAIZER
1221224,20131,INF1004,4,3WA,0,RF,ARES
1221224,20131,INF1008,2,3WA,0.4,RM,LUIZ FERNANDO BESSA SEIBEL
1221224,20131,INF1020,4,3WA,4.5,RM,LUIZ FERNANDO BESSA SEIBEL
1221224,20131,MAT1161,6,33V,,CL,SINESIO PESCO
1221224,20132,CRE1100,4,7TX,8.8,AP,CASSIA QUELHO TAVARES
1221224,20132,INF1004,4,3WB,0.8,RM,JOSE CARLOS RAMALHO MOREIRA
1221224,20132,INF1008,2,3WA,0.8,RM,LUIZ FERNANDO BESSA SEIBEL
1221224,20132,INF1008,2,3WB,,CJ,LUIZ FERNANDO BESSA SEIBEL
1221224,20132,INF1020,4,3WA,,CJ,LUIZ FERNANDO BESSA SEIBEL
1221224,20132,INF1403,4,3WA,,CL,SIMONE DINIZ JUNQUEIRA BARBOSA
1221224,20132,INF1812,2,3WA,,CL,MYRIAM SERTA COSTA
1221224,20141,CRE1117,4,7TA,7.7,AP,CELSO PINTO CARIAS
1221224,20141,INF1005,4,33J,,CD,CLAUDIA FERLIN
1221224,20141,INF1005,4,33L,,CL,HUGO FUKS
1221224,20141,INF1009,4,3WA,,CL,BRUNO LOPES VIEIRA
1221224,20141,INF1012,2,3WB,,CL,ARES
1221224,20142,ADM1010,4,2WA,,CL,RICARDO NOLLA RUIZ
1221224,20142,CRE1141,2,7T6,8.7,AP,ANDRE SAMPAIO DE OLIVEIRA
1221224,20142,INF1005,4,33K,5.4,AP,PAULA YPIRANGA DOS GUARANYS
1221224,20142,INF1008,2,3WB,0.5,RM,LUIZ FERNANDO BESSA SEIBEL
1221224,20142,INF1009,4,3WB,1.2,RM,TEMPO CONTINUO A DEFINIR
1221224,20142,INF1012,2,3WB,1.4,RM,ARES
1221161,20122,INF1004,4,3WA,,CL,ARES
1221161,20122,INF1008,2,3WA,8.3,AP,LUIZ FERNANDO BESSA SEIBEL
1221161,20122,INF1009,4,3WA,,CL,BRUNO LOPES VIEIRA
1221161,20122,INF1403,4,3WA,,CL,SIMONE DINIZ JUNQUEIRA BARBOSA
1221161,20122,INF1812,2,3WA,,CL,MYRIAM SERTA COSTA
1221161,20122,MAT1161,6,33W,,CL,MARCOS CRAIZER
1221161,20131,ADM1951,4,2GC,6,AP,CLAUDIA DUARTE SOARES
1221161,20131,CRE1100,4,4TA,10,AP,ALEXANDRE SOUZA CHAVES
1221161,20131,INF1004,4,3WB,6.7,AP,JOSE CARLOS RAMALHO MOREIRA
1221161,20131,INF1012,2,3WB,,CD,ARES
1221161,20131,INF1020,4,3WA,,CL,LUIZ FERNANDO BESSA SEIBEL
1221161,20131,MAT1002,5,3WA,7.4,AP,MYRIAM SERTA COSTA
1221161,20132,CRE1127,4,7TB,9.4,AP,CELSO PINTO CARIAS
1221161,20132,INF1006,4,3WA,8.2,AP,BRUNO FEIJO
1221161,20132,INF1012,2,3WB,6.9,AP,ARES
1221161,20132,JUR1016,2,23D,8.3,AP,ANDREA PINHEIRO SANTOS
1221161,20132,MAT1210,4,3WA,6.4,AP,MYRIAM SERTA COSTA
1221161,20141,ADM1006,4,2WA,6.5,AP,RICARDO NOLLA RUIZ
1221161,20141,ADM1010,4,2WA,,CD,RICARDO NOLLA RUIZ
1221161,20141,ADM1019,4,2WA,6,AP,RICARDO NOLLA RUIZ
1221161,20141,CRE1141,2,7T8,9.9,AP,BARBARA PATARO BUCKER
1221161,20141,FIL1000,4,1CA,8.9,AP,EDGAR DE BRITO LYRA NETTO
1221161,20141,INF1010,4,3WB,5,AP,WALDEMAR CELES FILHO
1221161,20142,CRE1116,4,7TA,9,AP,SOLANGE MARTINS JORDAO
1221161,20142,ENG1000,2,33S,,CD,MAURO SPERANZA NETO
1221161,20142,INF1009,4,3WB,6.9,AP,TEMPO CONTINUO A DEFINIR
1221161,20142,INF1383,4,3WA,7,AP,SERGIO LIFSCHITZ
1221161,20142,MAT1200,4,33C,,CD,MIGUEL ADRIANO KOILLER SCHNOOR
1221161,20142,MAT1200,4,33N,,CL,MYRIAM SERTA COSTA
1221158,20041,ADM1010,4,2VA,,CL,MAURO ODDO NOGUEIRA
1221158,20041,INF1315,6,3VA,0,RF,VALERIA MENEZES BASTOS
1221158,20041,INF1381,6,3VA,1.4,RM,ALEXANDRE MALHEIROS MESLIN
1221158,20041,LET1151,4,1VA,,CA,SILVIA BEATRIZ ALEXANDRA B COSTA
1221158,20041,LET1160,4,1VA,7.6,AP,THOMAS EDWARD HASEK
1221158,20041,MAT1002,5,3VA,2.4,RM,CARLOS AUGUSTO GARCIA ASSIS
1221158,20041,MAT1082,4,3VD,4,RM,VERA SYME JACOB BENZECRY
1221158,20042,ADM1010,4,2VB,,CL,MAURO ODDO NOGUEIRA
1221158,20042,CRE1100,4,7AB,8.3,AP,SOLANGE MARTINS JORDAO
1221158,20042,INF1315,6,3VD,,CL,JOSE RAIMUNDO LOPES OLIVEIRA
1221158,20042,INF1381,6,3VA,,CD,ALEXANDRE MALHEIROS MESLIN
1221158,20042,INF1381,6,3VC,0,RF,CLAUDIA FERLIN
1221158,20042,MAT1002,5,3VC,0,RF,CARLOS AUGUSTO GARCIA ASSIS
1221158,20042,MAT1082,4,3VA,7.2,AP,VERA SYME JACOB BENZECRY
1221158,20051,INF1315,6,3VD,0,RF,VALERIA MENEZES BASTOS
